STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2006,,7.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2007,,12.5,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2008,,8.5,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2009,,7.4,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2010,,8.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2011,,9.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2012,,6.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2013,,4.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2014,,4.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2015,,5.6,,e,estimated,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2016,,4.8,,e,estimated,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2017,,2.9,,e,estimated,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2018,,2.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2019,,2.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2020,,0.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2021,,1.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2022,,1.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2023,,3.8,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RS,Serbia,2014,,8.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RS,Serbia,2018,,9.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2006,,16.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2007,,17.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2008,,16.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2009,,15.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2010,,15.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2011,,15.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2012,,15.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2013,,14.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2014,,13.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2015,,14.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2016,,13.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2017,,12.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2018,,12.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2019,,11.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2020,,10.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2021,,10.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2022,,10.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SE,Sweden,2023,,11.2,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2002,,6.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2006,,8.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2007,,5.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2008,,4.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2009,,-0.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2010,,0.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2011,,3.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2012,,4.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2013,,6.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2014,,7.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2015,,8.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2016,,8.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2017,,8.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2018,,9.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2019,,7.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2020,,2.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2021,,2.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2022,,6.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SI,Slovenia,2023,,5.4,,bp,"break in time series, provisional",,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2002,,27.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2006,,25.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2007,,23.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2008,,20.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2009,,21.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2010,,19.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2011,,20.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2012,,20.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2013,,18.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2014,,19.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2015,,19.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2016,,19.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2017,,20.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2018,,19.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2019,,18.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2020,,15.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2021,,16.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2022,,16.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",SK,Slovakia,2023,,15.7,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TR,Türkiye,2006,,-2.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TR,Türkiye,2014,,-1.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2002,,27.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2006,,24.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2007,,20.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2008,,21.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2009,,20.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2010,,23.3,,b,break in time series,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2011,,21.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2012,,22.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2013,,21.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2014,,20.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2015,,21.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2016,,20.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2017,,20.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",UK,United Kingdom,2018,,19.8,,,,,
